"Codigo","Estado"
6208043,"Activo"
6208045,"Activo"
6208046,"Activo"
6208047,"Activo"
6208051,"Activo"
6208052,"Activo"
6208053,"Activo"
6208056,"Activo"
6208060,"Activo"
6208061,"Activo"
6208063,"Activo"
6208069,"Activo"
6208070,"Activo"
6208071,"Activo"
6208075,"Activo"
6208076,"Activo"
6208079,"Activo"
6208080,"Activo"
6208081,"Activo"
6208082,"Activo"
6208084,"Activo"
6208089,"Activo"
6208090,"Activo"
6208093,"Activo"
6208098,"Activo"
6208099,"Activo"
6208101,"Activo"
6208102,"Activo"
6208114,"Activo"
6208115,"Activo"
6208116,"Activo"
6208117,"Activo"
6208118,"Activo"
6208119,"Activo"
6208120,"Activo"
6208121,"Activo"
6208122,"Activo"
6208123,"Activo"
6208124,"Activo"
6208125,"Activo"
6208126,"Activo"
6208127,"Activo"
6208128,"Activo"
6208129,"Activo"
6208130,"Activo"
6208131,"Activo"
6208132,"Activo"
6208133,"Activo"
6208134,"Activo"
6208135,"Activo"
6208136,"Activo"
6208137,"Activo"
6208138,"Activo"
6208139,"Activo"
6208140,"Activo"
6208141,"Activo"
6208142,"Activo"
6208143,"Activo"
6208144,"Activo"
6208145,"Activo"
6208146,"Activo"
6208147,"Activo"
6208148,"Activo"
6208149,"Activo"
6208150,"Activo"
6210001,"Activo"
6210002,"Activo"
6210003,"Activo"
6210004,"Activo"
6211002,"Activo"
6211003,"Activo"
6211005,"Activo"
6211006,"Activo"
6211007,"Activo"
6211008,"Activo"
6211009,"Activo"
6212001,"Activo"
6212002,"Activo"
6212004,"Activo"
6212005,"Activo"
6212006,"Activo"
6212007,"Activo"
6212008,"Activo"
6212009,"Activo"
6212010,"Activo"
6212011,"Activo"
6212012,"Activo"
6212013,"Activo"
6212014,"Activo"
6212015,"Activo"
6212016,"Activo"
6212017,"Activo"
6212018,"Activo"
6220001,"Activo"
6220002,"Activo"
6220003,"Activo"
6220004,"Activo"
6220006,"Activo"
6220007,"Activo"
6220008,"Activo"
6220009,"Activo"
6221001,"Activo"
6221002,"Activo"
6221003,"Activo"
6221004,"Activo"
6221005,"Activo"
6221006,"Activo"
6221007,"Activo"
6221008,"Activo"
6221009,"Activo"
6221010,"Activo"
6221011,"Activo"
6221012,"Activo"
6221013,"Activo"
6221014,"Activo"
6221015,"Activo"
6221016,"Activo"
6221017,"Activo"
6221018,"Activo"
6221019,"Activo"
6221020,"Activo"
6221021,"Activo"
6221022,"Activo"
6221023,"Activo"
6221024,"Activo"
6221025,"Activo"
6221026,"Activo"
6221027,"Activo"
6221028,"Activo"
6221029,"Activo"
6401001,"Activo"
6401002,"Activo"
6401003,"Activo"
6401005,"Activo"
6401008,"Activo"
6401009,"Activo"
6401011,"Activo"
6401014,"Activo"
6401023,"Activo"
6401024,"Activo"
6401025,"Activo"
6401026,"Activo"
6401027,"Activo"
6401028,"Activo"
6401029,"Activo"
6401030,"Activo"
6401032,"Activo"
6401038,"Activo"
6401040,"Activo"
6401041,"Activo"
6401043,"Activo"
6401044,"Activo"
6401045,"Activo"
6401046,"Activo"
6401047,"Activo"
6401049,"Activo"
6401050,"Activo"
6401051,"Activo"
6401052,"Activo"
6401053,"Activo"
6401056,"Activo"
6401058,"Activo"
6401062,"Activo"
6401063,"Activo"
6401066,"Activo"
6401069,"Activo"
6401070,"Activo"
6401077,"Activo"
6401079,"Activo"
6401080,"Activo"
6401084,"Activo"
6401086,"Activo"
6401089,"Activo"
6401090,"Activo"
6401091,"Activo"
6401092,"Activo"
6401095,"Activo"
6401097,"Activo"
6401102,"Activo"
6401103,"Activo"
6401105,"Activo"
6401110,"Activo"
6401112,"Activo"
6401113,"Activo"
6401114,"Activo"
6401116,"Activo"
6401118,"Activo"
6401120,"Activo"
6401122,"Activo"
6401126,"Activo"
6401128,"Activo"
6401129,"Activo"
6401130,"Activo"
6401131,"Activo"
6401132,"Activo"
6401133,"Activo"
6401134,"Activo"
6401135,"Activo"
6401136,"Activo"
6401137,"Activo"
6401139,"Activo"
6401140,"Activo"
6401141,"Activo"
6401143,"Activo"
6401144,"Activo"
6401145,"Activo"
6401146,"Activo"
6401147,"Activo"
6401148,"Activo"
6401150,"Activo"
6401151,"Activo"
6401152,"Activo"
6401153,"Activo"
6401154,"Activo"
6401155,"Activo"
6401156,"Activo"
6401157,"Activo"
6401158,"Activo"
6401159,"Activo"
6401160,"Activo"
6401161,"Activo"
6401162,"Activo"
6401163,"Activo"
6401164,"Activo"
6401165,"Activo"
6401166,"Activo"
6401167,"Activo"
6401168,"Activo"
6401169,"Activo"
6401170,"Activo"
6401171,"Activo"
6401172,"Activo"
6401173,"Activo"
6401174,"Activo"
6401175,"Activo"
6401176,"Activo"
6401177,"Activo"
6401178,"Activo"
6401179,"Activo"
6401180,"Activo"
6401181,"Activo"
6401182,"Activo"
6401183,"Activo"
6401184,"Activo"
6401185,"Activo"
6401186,"Activo"
6401187,"Activo"
6401188,"Activo"
6401189,"Activo"
6401190,"Activo"
6401191,"Activo"
6401192,"Activo"
6401193,"Activo"
6401194,"Activo"
6401195,"Activo"
6401196,"Activo"
6401197,"Activo"
6401198,"Activo"
6401199,"Activo"
6401200,"Activo"
6401201,"Activo"
6401202,"Activo"
6401203,"Activo"
6401204,"Activo"
6401205,"Activo"
6401206,"Activo"
6401207,"Activo"
6401208,"Activo"
6401209,"Activo"
6401210,"Activo"
6401211,"Activo"
6401212,"Activo"
6401213,"Activo"
6401214,"Activo"
6401215,"Activo"
6401216,"Activo"
6401217,"Activo"
6401218,"Activo"
6401219,"Activo"
6401220,"Activo"
6401221,"Activo"
6401222,"Activo"
6401223,"Activo"
6401224,"Activo"
6401225,"Activo"
6401226,"Activo"
6401227,"Activo"
6401228,"Activo"
6401229,"Activo"
6401230,"Activo"
6401231,"Activo"
6401232,"Activo"
6401233,"Activo"
6401234,"Activo"
6403002,"Activo"
6403003,"Activo"
6403004,"Activo"
6403006,"Activo"
6403007,"Activo"
6403008,"Activo"
6403012,"Activo"
6403013,"Activo"
6403014,"Activo"
6403016,"Activo"
6403017,"Activo"
6403018,"Activo"
6403019,"Activo"
6403020,"Activo"
6403021,"Activo"
6403022,"Activo"
6403023,"Activo"
6403024,"Activo"
6403025,"Activo"
6403026,"Activo"
6403027,"Activo"
6403028,"Activo"
6403029,"Activo"
6403030,"Activo"
6403031,"Activo"
6403032,"Activo"
6403033,"Activo"
6403034,"Activo"
6403035,"Activo"
6403036,"Activo"
6403037,"Activo"
6403038,"Activo"
6403039,"Activo"
6403040,"Activo"
6404002,"Activo"
6404003,"Activo"
6404004,"Activo"
6404005,"Activo"
6404006,"Activo"
6404007,"Activo"
6404008,"Activo"
6404009,"Activo"
6404010,"Activo"
6404011,"Activo"
6404012,"Activo"
6404013,"Activo"
6406004,"Activo"
6406006,"Activo"
6406007,"Activo"
6406008,"Activo"
6406010,"Activo"
6406011,"Activo"
6406013,"Activo"
6406014,"Activo"
6406015,"Activo"
6406016,"Activo"
6406021,"Activo"
6406022,"Activo"
6406023,"Activo"
6406026,"Activo"
6406027,"Activo"
6406028,"Activo"
6406029,"Activo"
6406032,"Activo"
6406037,"Activo"
6406038,"Activo"
6406049,"Activo"
6406053,"Activo"
6406055,"Activo"
6406056,"Activo"
6406080,"Activo"
6406084,"Activo"
6406097,"Activo"
6406105,"Activo"
6406106,"Activo"
6406107,"Activo"
6406108,"Activo"
6406109,"Activo"
6406110,"Activo"
6406111,"Activo"
6406112,"Activo"
6406113,"Activo"
6406114,"Activo"
6406115,"Activo"
6406116,"Activo"
6406117,"Activo"
6406118,"Activo"
6406119,"Activo"
6406120,"Activo"
6406121,"Activo"
6406122,"Activo"
6406123,"Activo"
6406124,"Activo"
6406125,"Activo"
6406126,"Activo"
6406127,"Activo"
6406128,"Activo"
6406129,"Activo"
6406130,"Activo"
6406131,"Activo"
6406132,"Activo"
6406133,"Activo"
6406134,"Activo"
6407003,"Activo"
6407004,"Activo"
6407006,"Activo"
6407007,"Activo"
6407008,"Activo"
6407009,"Activo"
6408002,"Activo"
6408006,"Activo"
6408010,"Activo"
6408011,"Activo"
6408012,"Activo"
6408021,"Activo"
6408022,"Activo"
6408023,"Activo"
6408025,"Activo"
6408026,"Activo"
6408027,"Activo"
6408028,"Activo"
6408029,"Activo"
6408030,"Activo"
6408032,"Activo"
6408035,"Activo"
6408036,"Activo"
6408037,"Activo"
6408038,"Activo"
6408040,"Activo"
6408041,"Activo"
6408042,"Activo"
6408043,"Activo"
6408045,"Activo"
6408046,"Activo"
6408048,"Activo"
6408049,"Activo"
6408051,"Activo"
6408054,"Activo"
6408057,"Activo"
6408062,"Activo"
6408063,"Activo"
6408064,"Activo"
6408065,"Activo"
6408066,"Activo"
6408067,"Activo"
6408070,"Activo"
6408071,"Activo"
6408072,"Activo"
6408073,"Activo"
6408075,"Activo"
6408076,"Activo"
6408078,"Activo"
6408088,"Activo"
6408089,"Activo"
6408090,"Activo"
6408091,"Activo"
6408092,"Activo"
6408093,"Activo"
6408094,"Activo"
6408095,"Activo"
6408096,"Activo"
6408097,"Activo"
6408098,"Activo"
6408099,"Activo"
6408100,"Activo"
6408101,"Activo"
6408102,"Activo"
6408103,"Activo"
6408104,"Activo"
6408105,"Activo"
6408106,"Activo"
6408107,"Activo"
6408108,"Activo"
6408109,"Activo"
6408110,"Activo"
6408111,"Activo"
6408112,"Activo"
6408113,"Activo"
6408114,"Activo"
6408115,"Activo"
6408116,"Activo"
6408117,"Activo"
6410000,"Activo"
6410001,"Activo"
6410002,"Activo"
6411005,"Activo"
6411006,"Activo"
6411007,"Activo"
6411081,"Activo"
6411082,"Activo"
6411083,"Activo"
6411084,"Activo"
6411085,"Activo"
6411086,"Activo"
6411087,"Activo"
6411088,"Activo"
6411089,"Activo"
6411090,"Activo"
6411091,"Activo"
6411092,"Activo"
6411093,"Activo"
6411094,"Activo"
6411095,"Activo"
6412001,"Activo"
6412004,"Activo"
6412005,"Activo"
6412006,"Activo"
6412007,"Activo"
6412008,"Activo"
6412010,"Activo"
6412011,"Activo"
6412012,"Activo"
6412013,"Activo"
6412014,"Activo"
6412015,"Activo"
6412016,"Activo"
6412017,"Activo"
6412018,"Activo"
6412019,"Activo"
6412020,"Activo"
6412021,"Activo"
6412022,"Activo"
6412023,"Activo"
6412024,"Activo"
6412025,"Activo"
6412026,"Activo"
6412027,"Activo"
6412028,"Activo"
6412029,"Activo"
6412030,"Activo"
6412031,"Activo"
6412032,"Activo"
6412033,"Activo"
6412034,"Activo"
6412035,"Activo"
6412036,"Activo"
6412037,"Activo"
6412038,"Activo"
6420004,"Activo"
6420009,"Activo"
6420010,"Activo"
6420014,"Activo"
6420015,"Activo"
6420016,"Activo"
6420017,"Activo"
6420018,"Activo"
6420019,"Activo"
6420020,"Activo"
6420021,"Activo"
6420025,"Activo"
6420026,"Activo"
6420027,"Activo"
6420028,"Activo"
6420029,"Activo"
6420030,"Activo"
6420031,"Activo"
6420032,"Activo"
6420033,"Activo"
6420034,"Activo"
6420035,"Activo"
6420036,"Activo"
6420037,"Activo"
6420038,"Activo"
6420039,"Activo"
6420040,"Activo"
6420041,"Activo"
6421003,"Activo"
6421004,"Activo"
6421005,"Activo"
6421006,"Activo"
6421007,"Activo"
6421008,"Activo"
6421009,"Activo"
6421010,"Activo"
6421011,"Activo"
6421013,"Activo"
6421016,"Activo"
6421018,"Activo"
6421020,"Activo"
6421021,"Activo"
6421023,"Activo"
6421025,"Activo"
6421026,"Activo"
6421030,"Activo"
6421031,"Activo"
6421032,"Activo"
6421033,"Activo"
6421034,"Activo"
6421035,"Activo"
6421036,"Activo"
6421037,"Activo"
6421038,"Activo"
6421039,"Activo"
6421040,"Activo"
6421041,"Activo"
6421042,"Activo"
6421043,"Activo"
6421044,"Activo"
6421045,"Activo"
6421046,"Activo"
6421047,"Activo"
6421048,"Activo"
6421049,"Activo"
6421050,"Activo"
6421051,"Activo"
6421052,"Activo"
6421053,"Activo"
6421054,"Activo"
6421055,"Activo"
6421056,"Activo"
6421057,"Activo"
6421058,"Activo"
6421059,"Activo"
6421060,"Activo"
6421061,"Activo"
6421062,"Activo"
6421063,"Activo"
6421064,"Activo"
6421065,"Activo"
6421066,"Activo"
6421067,"Activo"
6421068,"Activo"
6421069,"Activo"
6422001,"Activo"
6422003,"Activo"
6426002,"Activo"
6426003,"Activo"
6426004,"Activo"
6604001,"Activo"
6622003,"Activo"
6626001,"Activo"
6701001,"Activo"
6713001,"Activo"
6801003,"Activo"
6801007,"Activo"
6801012,"Activo"
6801017,"Activo"
6801019,"Activo"
6801020,"Activo"
6801021,"Activo"
6801022,"Activo"
6801023,"Activo"
6801024,"Activo"
6801025,"Activo"
6801027,"Activo"
6801028,"Activo"
6801029,"Activo"
6801030,"Activo"
6801031,"Activo"
6801032,"Activo"
6801034,"Activo"
6801035,"Activo"
6801036,"Activo"
6801037,"Activo"
6801040,"Activo"
6801041,"Activo"
6801042,"Activo"
6801043,"Activo"
6801044,"Activo"
6801045,"Activo"
6801047,"Activo"
6801048,"Activo"
6801050,"Activo"
6801051,"Activo"
6801052,"Activo"
6801053,"Activo"
6801054,"Activo"
6801055,"Activo"
6801056,"Activo"
6801057,"Activo"
6801059,"Activo"
6801060,"Activo"
6801061,"Activo"
6801062,"Activo"
6801063,"Activo"
6801064,"Activo"
6801065,"Activo"
6801066,"Activo"
6801068,"Activo"
6801070,"Activo"
6801071,"Activo"
6801074,"Activo"
6801078,"Activo"
6801079,"Activo"
6801086,"Activo"
6801089,"Activo"
6801090,"Activo"
6801091,"Activo"
6801092,"Activo"
6801094,"Activo"
6801096,"Activo"
6801098,"Activo"
6801101,"Activo"
6801102,"Activo"
6801103,"Activo"
6801106,"Activo"
6801108,"Activo"
6801111,"Activo"
6801112,"Activo"
6801113,"Activo"
6801114,"Activo"
6801115,"Activo"
6801116,"Activo"
6801117,"Activo"
6801121,"Activo"
6801125,"Activo"
6801128,"Activo"
6801129,"Activo"
6801132,"Activo"
6801133,"Activo"
6801134,"Activo"
6801135,"Activo"
6801136,"Activo"
6801137,"Activo"
6801138,"Activo"
6801139,"Activo"
6801140,"Activo"
6801141,"Activo"
6801142,"Activo"
6801143,"Activo"
6801148,"Activo"
6801149,"Activo"
6801150,"Activo"
6801151,"Activo"
6801152,"Activo"
6801154,"Activo"
6801155,"Activo"
6801156,"Activo"
6801158,"Activo"
6801160,"Activo"
6801161,"Activo"
6801164,"Activo"
6801166,"Activo"
6801167,"Activo"
6801169,"Activo"
6801170,"Activo"
6801171,"Activo"
6801172,"Activo"
6801173,"Activo"
6801174,"Activo"
6801175,"Activo"
6801176,"Activo"
6801177,"Activo"
6801178,"Activo"
6801179,"Activo"
6801180,"Activo"
6801181,"Activo"
6801182,"Activo"
6801183,"Activo"
6801184,"Activo"
6801185,"Activo"
6801186,"Activo"
6801187,"Activo"
6801188,"Activo"
6801189,"Activo"
6801190,"Activo"
6801191,"Activo"
6801192,"Activo"
6801193,"Activo"
6801194,"Activo"
6801195,"Activo"
6801196,"Activo"
6801197,"Activo"
6801198,"Activo"
6801199,"Activo"
6801200,"Activo"
6801201,"Activo"
6801202,"Activo"
6801203,"Activo"
6801204,"Activo"
6801205,"Activo"
6801206,"Activo"
6801207,"Activo"
6801208,"Activo"
6801209,"Activo"
6801210,"Activo"
6801211,"Activo"
6801212,"Activo"
6801213,"Activo"
6801214,"Activo"
6801215,"Activo"
6801216,"Activo"
6801217,"Activo"
6801218,"Activo"
6801219,"Activo"
6801220,"Activo"
6801221,"Activo"
6801222,"Activo"
6801223,"Activo"
6801224,"Activo"
6801225,"Activo"
6801226,"Activo"
6801227,"Activo"
6801228,"Activo"
6801229,"Activo"
6801230,"Activo"
6801231,"Activo"
6801232,"Activo"
6801233,"Activo"
6801234,"Activo"
6801235,"Activo"
6801236,"Activo"
6801237,"Activo"
6801238,"Activo"
6801239,"Activo"
6801240,"Activo"
6801241,"Activo"
6801242,"Activo"
6801243,"Activo"
6806001,"Activo"
6806006,"Activo"
6806007,"Activo"
6806008,"Activo"
6806009,"Activo"
6806010,"Activo"
6806011,"Activo"
6806012,"Activo"
6806013,"Activo"
6806017,"Activo"
6806018,"Activo"
6806019,"Activo"
6806021,"Activo"
6806025,"Activo"
6806026,"Activo"
6806028,"Activo"
6806029,"Activo"
6806033,"Activo"
6806035,"Activo"
6806036,"Activo"
6806038,"Activo"
6806039,"Activo"
6806040,"Activo"
6806041,"Activo"
6806042,"Activo"
6806043,"Activo"
6807001,"Activo"
6807002,"Activo"
6807003,"Activo"
6812001,"Activo"
6817001,"Activo"
6817002,"Activo"
6817003,"Activo"
6817004,"Activo"
6817006,"Activo"
6817008,"Activo"
6903001,"Activo"
7015009,"Activo"
7015010,"Activo"
7015011,"Activo"
7017001,"Activo"
7017002,"Activo"
7017003,"Activo"
7017004,"Activo"
7017005,"Activo"
7017006,"Activo"
7017007,"Activo"
7017009,"Activo"
7017010,"Activo"
7017016,"Activo"
7017017,"Activo"
7017018,"Activo"
7017019,"Activo"
7017020,"Activo"
7017021,"Activo"
7019001,"Activo"
7019002,"Activo"
7019003,"Activo"
7019004,"Activo"
7019005,"Activo"
7019006,"Activo"
7019007,"Activo"
7019008,"Activo"
7019009,"Activo"
7019010,"Activo"
7019011,"Activo"
7106001,"Activo"
7108002,"Activo"
7108003,"Activo"
7120001,"Activo"
7401005,"Activo"
7401006,"Activo"
7401007,"Activo"
7401009,"Activo"
7401010,"Activo"
7401011,"Activo"
7801001,"Activo"
7801003,"Activo"
7801005,"Activo"
7801006,"Activo"
7801007,"Activo"
7801008,"Activo"
7801009,"Activo"
7801010,"Activo"
7801011,"Activo"
7801012,"Activo"
7801013,"Activo"
7801014,"Activo"
7801015,"Activo"
7801016,"Activo"
7801017,"Activo"
7801018,"Activo"
7801019,"Activo"
7801020,"Activo"
7801021,"Activo"
7801022,"Activo"
7801023,"Activo"
7801024,"Activo"
7801025,"Activo"
7801026,"Activo"
7801027,"Activo"
7801028,"Activo"
7801029,"Activo"
7801030,"Activo"
7801031,"Activo"
7801032,"Activo"
7801033,"Activo"
7801034,"Activo"
7801035,"Activo"
7801036,"Activo"
7801037,"Activo"
7801038,"Activo"
7801039,"Activo"
7801040,"Activo"
7801041,"Activo"
7801042,"Activo"
7801043,"Activo"
7801044,"Activo"
7801045,"Activo"
7801046,"Activo"
7801047,"Activo"
7801048,"Activo"
7801049,"Activo"
7801050,"Activo"
7801051,"Activo"
7801052,"Activo"
7801053,"Activo"
7801054,"Activo"
7801055,"Activo"
7801056,"Activo"
7801057,"Activo"
7801058,"Activo"
7801059,"Activo"
7801060,"Activo"
7801061,"Activo"
7801062,"Activo"
7801063,"Activo"
7801064,"Activo"
7801065,"Activo"
7801066,"Activo"
7801067,"Activo"
7801068,"Activo"
7801069,"Activo"
7806002,"Activo"
7806003,"Activo"
7806004,"Activo"
7806005,"Activo"
7806007,"Activo"
7806008,"Activo"
7806009,"Activo"
7806010,"Activo"
7806011,"Activo"
7806012,"Activo"
7806013,"Activo"
7806014,"Activo"
7806015,"Activo"
7806016,"Activo"
7806017,"Activo"
7806018,"Activo"
7806019,"Activo"
7808002,"Activo"
7808003,"Activo"
7808004,"Activo"
7808005,"Activo"
7808006,"Activo"
7808007,"Activo"
7808008,"Activo"
7808009,"Activo"
7808010,"Activo"
7808011,"Activo"
7808012,"Activo"
7808013,"Activo"
7808014,"Activo"
7808015,"Activo"
7808016,"Activo"
8001001,"Activo"
8001004,"Activo"
8001005,"Activo"
8001006,"Activo"
8001007,"Activo"
8001008,"Activo"
8001009,"Activo"
8001010,"Activo"
8001011,"Activo"
8001012,"Activo"
8001013,"Activo"
8001014,"Activo"
8001016,"Activo"
8001021,"Activo"
8001022,"Activo"
8001023,"Activo"
8001024,"Activo"
8001025,"Activo"
8001027,"Activo"
8001028,"Activo"
8001035,"Activo"
8001036,"Activo"
8001037,"Activo"
8001038,"Activo"
8001039,"Activo"
8001041,"Activo"
8001042,"Activo"
8001044,"Activo"
8001046,"Activo"
8001047,"Activo"
8001048,"Activo"
8001049,"Activo"
8001050,"Activo"
8001051,"Activo"
8001052,"Activo"
8001053,"Activo"
8001054,"Activo"
8001055,"Activo"
8001056,"Activo"
8001057,"Activo"
8001058,"Activo"
8001059,"Activo"
8001060,"Activo"
8001061,"Activo"
8001062,"Activo"
8001063,"Activo"
8001064,"Activo"
8001067,"Activo"
8001068,"Activo"
8001071,"Activo"
8001072,"Activo"
8001073,"Activo"
8001074,"Activo"
8001075,"Activo"
8001076,"Activo"
8001077,"Activo"
8001078,"Activo"
8001079,"Activo"
8001080,"Activo"
8001081,"Activo"
8001082,"Activo"
8001084,"Activo"
8001085,"Activo"
8001086,"Activo"
8001087,"Activo"
8001088,"Activo"
8001089,"Activo"
8001092,"Activo"
8001093,"Activo"
8001095,"Activo"
8001096,"Activo"
8001097,"Activo"
8001098,"Activo"
8001100,"Activo"
8001101,"Activo"
8001102,"Activo"
8001103,"Activo"
8001104,"Activo"
8001105,"Activo"
8001106,"Activo"
8001107,"Activo"
8001108,"Activo"
8001109,"Activo"
8001110,"Activo"
8001111,"Activo"
8001112,"Activo"
8001113,"Activo"
8001114,"Activo"
8001115,"Activo"
8001116,"Activo"
8001117,"Activo"
8001118,"Activo"
8001119,"Activo"
8001120,"Activo"
8001121,"Activo"
8001122,"Activo"
8001123,"Activo"
8001124,"Activo"
8001125,"Activo"
8001126,"Activo"
8001127,"Activo"
8001128,"Activo"
8001129,"Activo"
8001130,"Activo"
8001131,"Activo"
8001132,"Activo"
8001133,"Activo"
8001134,"Activo"
8001135,"Activo"
8001136,"Activo"
8001137,"Activo"
8001138,"Activo"
8001139,"Activo"
8001140,"Activo"
8001141,"Activo"
8001142,"Activo"
8001143,"Activo"
8001144,"Activo"
8001145,"Activo"
8001146,"Activo"
8001147,"Activo"
8001148,"Activo"
8001149,"Activo"
8001150,"Activo"
8001151,"Activo"
8001152,"Activo"
8001153,"Activo"
8001154,"Activo"
8001155,"Activo"
8001156,"Activo"
8001157,"Activo"
8001158,"Activo"
8001159,"Activo"
8001160,"Activo"
8001161,"Activo"
8001162,"Activo"
8001163,"Activo"
8001164,"Activo"
8001165,"Activo"
8001166,"Activo"
8001167,"Activo"
8001168,"Activo"
8001169,"Activo"
8001170,"Activo"
8001171,"Activo"
8001172,"Activo"
8001173,"Activo"
8001174,"Activo"
8001175,"Activo"
8001176,"Activo"
8001177,"Activo"
8001178,"Activo"
8001179,"Activo"
8001180,"Activo"
8001181,"Activo"
8001182,"Activo"
8001183,"Activo"
8001184,"Activo"
8001185,"Activo"
8001186,"Activo"
8001187,"Activo"
8001188,"Activo"
8001189,"Activo"
8001190,"Activo"
8001191,"Activo"
8002001,"Activo"
8002002,"Activo"
8002004,"Activo"
8002005,"Activo"
8002006,"Activo"
8002008,"Activo"
8002010,"Activo"
8002012,"Activo"
8002013,"Activo"
8002015,"Activo"
8002017,"Activo"
8002018,"Activo"
8002019,"Activo"
8002021,"Activo"
8002022,"Activo"
8002024,"Activo"
8002025,"Activo"
8002026,"Activo"
8002029,"Activo"
8002030,"Activo"
8002032,"Activo"
8002034,"Activo"
8002036,"Activo"
8002037,"Activo"
8002039,"Activo"
8002040,"Activo"
8002041,"Activo"
8002043,"Activo"
8002044,"Activo"
8002045,"Activo"
8002046,"Activo"
8002047,"Activo"
8002048,"Activo"
8002049,"Activo"
8002055,"Activo"
8002056,"Activo"
8002063,"Activo"
8002066,"Activo"
8002067,"Activo"
8002069,"Activo"
8002070,"Activo"
8002073,"Activo"
8002076,"Activo"
8002077,"Activo"
8002079,"Activo"
8002080,"Activo"
8002081,"Activo"
8002082,"Activo"
8002083,"Activo"
8002084,"Activo"
8002086,"Activo"
8002087,"Activo"
8002088,"Activo"
8002090,"Activo"
8002092,"Activo"
8002093,"Activo"
8002094,"Activo"
8002100,"Activo"
8002101,"Activo"
8002103,"Activo"
8002104,"Activo"
8002106,"Activo"
8002108,"Activo"
8002110,"Activo"
8002111,"Activo"
8002112,"Activo"
8002113,"Activo"
8002114,"Activo"
8002116,"Activo"
8002117,"Activo"
8002121,"Activo"
8002122,"Activo"
8002123,"Activo"
8002124,"Activo"
8002127,"Activo"
8002135,"Activo"
8002141,"Activo"
8002142,"Activo"
8002143,"Activo"
8002144,"Activo"
8002181,"Activo"
8002184,"Activo"
8002186,"Activo"
8002188,"Activo"
8002189,"Activo"
8002190,"Activo"
8002191,"Activo"
8002195,"Activo"
8002200,"Activo"
8002203,"Activo"
8002206,"Activo"
8002212,"Activo"
8002213,"Activo"
8002214,"Activo"
8002215,"Activo"
8002216,"Activo"
8002217,"Activo"
8002218,"Activo"
8002219,"Activo"
8002220,"Activo"
8002221,"Activo"
8002222,"Activo"
8002223,"Activo"
8002224,"Activo"
8002225,"Activo"
8002226,"Activo"
8002227,"Activo"
8003002,"Activo"
8003003,"Activo"
8003004,"Activo"
8003005,"Activo"
8003006,"Activo"
8003007,"Activo"
8003008,"Activo"
8003009,"Activo"
8003010,"Activo"
8003011,"Activo"
8004001,"Activo"
8004002,"Activo"
8004006,"Activo"
8004008,"Activo"
8004009,"Activo"
8006001,"Activo"
8006002,"Activo"
8006004,"Activo"
8006005,"Activo"
8006006,"Activo"
8006007,"Activo"
8006008,"Activo"
8006009,"Activo"
8006010,"Activo"
8006011,"Activo"
8006014,"Activo"
8006015,"Activo"
8006016,"Activo"
8006017,"Activo"
8006018,"Activo"
8006019,"Activo"
8006023,"Activo"
8006024,"Activo"
8006027,"Activo"
8006028,"Activo"
8006029,"Activo"
8006030,"Activo"
8006031,"Activo"
8006032,"Activo"
8006033,"Activo"
8006034,"Activo"
8006035,"Activo"
8006036,"Activo"
8006037,"Activo"
8006038,"Activo"
8006039,"Activo"
8006040,"Activo"
8006041,"Activo"
8006042,"Activo"
8006043,"Activo"
8006044,"Activo"
8006045,"Activo"
8006046,"Activo"
8006047,"Activo"
8006048,"Activo"
8006049,"Activo"
8006050,"Activo"
8006051,"Activo"
8006052,"Activo"
8006053,"Activo"
8006054,"Activo"
8006055,"Activo"
8006056,"Activo"
8006057,"Activo"
8006058,"Activo"
8006059,"Activo"
8006060,"Activo"
8006061,"Activo"
8006062,"Activo"
8007001,"Activo"
8007002,"Activo"
8007003,"Activo"
8007004,"Activo"
8007005,"Activo"
8007006,"Activo"
8007007,"Activo"
8007008,"Activo"
8007009,"Activo"
8007010,"Activo"
8007011,"Activo"
8007012,"Activo"
8007013,"Activo"
8007014,"Activo"
8007015,"Activo"
8007016,"Activo"
8007017,"Activo"
8007018,"Activo"
8007019,"Activo"
8008001,"Activo"
8008002,"Activo"
8008003,"Activo"
8008004,"Activo"
8008005,"Activo"
8008006,"Activo"
8008007,"Activo"
8008008,"Activo"
8008009,"Activo"
8008010,"Activo"
8008011,"Activo"
8008012,"Activo"
8008013,"Activo"
8008014,"Activo"
8008015,"Activo"
8008016,"Activo"
8008017,"Activo"
8010001,"Activo"
8010003,"Activo"
8010080,"Activo"
8011001,"Activo"
8011003,"Activo"
8011005,"Activo"
8011006,"Activo"
8011007,"Activo"
8011008,"Activo"
8011009,"Activo"
8011010,"Activo"
8012001,"Activo"
8012002,"Activo"
8012004,"Activo"
8012005,"Activo"
8012006,"Activo"
8012007,"Activo"
8012008,"Activo"
8013001,"Activo"
8013003,"Activo"
8020001,"Activo"
8021001,"Activo"
8021002,"Activo"
8021003,"Activo"
8021004,"Activo"
8022001,"Activo"
8022003,"Activo"
8022004,"Activo"
8022005,"Activo"
8022006,"Activo"
8022008,"Activo"
8022009,"Activo"
8022010,"Activo"
8022011,"Activo"
8022012,"Activo"
8026001,"Activo"
8026081,"Activo"
8026082,"Activo"
8026083,"Activo"
8026084,"Activo"
8026085,"Activo"
8103001,"Activo"
8103002,"Activo"
